subid,nll_idrnn_all,nll_cp_rnn_all,nll_vanilla_all,nll_cog_em,nll_cog_cp,nll_ill_em,nll_ill_cp
125,0.531305012,0.531902672,0.531457912,0.6144896465973091,0.6263197634833646,0.6389614981688073,0.6528995392506165
128,0.671775114,0.697113874,0.6529408219999999,0.7014532037897707,0.7228660748137268,0.8194501066289563,0.8414271510858962
129,0.88322502,0.912617254,0.877002246,0.8626733987189139,0.8913779477038974,0.8778047256675815,0.9317487177121804
131,0.406531864,0.409762892,0.36846080400000003,0.513912857601577,0.5355096649812411,0.5396783547844025,0.5670384530668607
132,0.53452282,0.549841864,0.518756836,0.6713857224147355,0.7017358259630581,0.7051486265084004,0.7181950389729136
133,0.530188552,0.516868426,0.504404598,0.5489828520808966,0.5836999758993416,0.5247018591356771,0.5753466857844327
134,0.384687332,0.40356134,0.36655131399999996,0.41628289776199,0.4598838294566777,0.3982298367207519,0.4879462085601342
135,0.623984292,0.62244072,0.6225191999999999,0.7284045407223071,0.7615936546149493,0.7878242952368754,0.7930991777151581
136,0.37848689799999996,0.366100832,0.345786838,0.5255716780326695,0.5317489401557763,0.5318127898130596,0.5870122417848114
137,0.8046536019999999,0.84200371,0.7858497339999999,0.8006878148631027,0.8929432186590095,0.8234947750934962,0.8470665160420754
139,0.947970618,1.01625752,0.952107052,0.8560472517518054,1.0055967668643842,0.8802276304142573,0.9342224529986728
141,0.5819967819999999,0.582645126,0.592421824,0.6688761793660645,0.6904637301619133,0.8065874271384079,0.8288819642232621
142,0.518102498,0.520779918,0.522612038,0.5764102120740973,0.613997157988131,0.6251094681028561,0.6409957842669863
143,1.02360274,1.08005748,0.9937201200000001,0.9064939821793444,1.12619721127093,0.9677921114591695,1.09678378918137
