dataset_id,fold,session,nll_summed
3,2,57,89.02579498291016
3,2,58,137.39370727539062
3,2,59,71.68875122070312
3,2,60,75.66230010986328
3,2,61,87.66471099853516
3,2,62,97.00328063964844
3,2,63,83.16712188720703
3,2,64,125.56634521484375
3,2,65,74.98785400390625
5,0,0,80.62834167480469
5,0,1,74.7936782836914
5,0,2,130.74075317382812
5,0,3,111.28560638427734
5,0,4,78.68489074707031
5,0,5,136.6060028076172
5,0,6,124.18359375
5,0,7,104.15745544433594
5,0,8,141.06063842773438
5,0,9,137.1996307373047
5,0,10,131.80044555664062
5,0,11,134.8911895751953
5,0,12,81.67796325683594
5,0,13,123.75743103027344
5,0,14,90.50729370117188
5,0,15,89.7044677734375
5,0,16,107.03813171386719
5,0,17,72.00761413574219
5,0,18,76.14112854003906
5,0,19,121.01374816894531
5,0,20,43.72899627685547
5,0,21,121.1932144165039
5,0,22,102.5453872680664
5,0,23,76.11369323730469
5,0,24,67.07093811035156
5,0,25,76.54241943359375
5,0,26,80.9557876586914
5,0,27,108.29640197753906
5,0,28,103.01261138916016
5,0,29,137.5739288330078
5,0,30,66.35388946533203
5,0,31,81.63194274902344
5,0,32,85.83125305175781
5,0,33,132.76602172851562
5,0,34,70.20590209960938
5,0,35,103.56673431396484
5,0,36,128.86866760253906
5,0,37,72.75687408447266
5,0,38,126.547119140625
5,0,39,88.75120544433594
5,0,40,95.25651550292969
5,0,41,128.8236541748047
5,0,42,107.20793151855469
5,0,43,133.75552368164062
5,0,44,79.61028289794922
5,0,45,161.69944763183594
5,0,46,131.0286407470703
5,0,47,76.80278015136719
5,0,48,71.38957977294922
5,0,49,84.55769348144531
5,0,50,87.01239013671875
5,0,51,118.421630859375
5,0,52,97.56346130371094
5,0,53,140.45152282714844
5,0,54,133.9099578857422
5,0,55,91.78842163085938
5,0,56,120.70301818847656
5,0,57,93.47581481933594
5,0,58,127.82695007324219
5,0,59,82.77430725097656
5,0,60,99.852783203125
5,0,61,83.80684661865234
5,0,62,87.67164611816406
5,0,63,86.23783874511719
5,0,64,86.57434844970703
5,0,65,101.68414306640625
5,0,66,125.77301025390625
5,1,0,70.21012878417969
5,1,1,89.34858703613281
5,1,2,63.66401290893555
5,1,3,115.9952163696289
5,1,4,137.1658477783203
5,1,5,82.66202545166016
5,1,6,106.17256164550781
5,1,7,84.3379135131836
5,1,8,130.11764526367188
5,1,9,73.27042388916016
5,1,10,121.4141616821289
5,1,11,85.29788970947266
5,1,12,105.80711364746094
5,1,13,75.66938781738281
5,1,14,78.46463775634766
5,1,15,130.3131103515625
5,1,16,151.11386108398438
5,1,17,125.24247741699219
5,1,18,137.48507690429688
5,1,19,58.04004669189453
5,1,20,60.357322692871094
5,1,21,125.6007308959961
5,1,22,127.52249908447266
5,1,23,113.51542663574219
5,1,24,127.35089111328125
5,1,25,55.357452392578125
5,1,26,78.84819030761719
5,1,27,93.19393920898438
5,1,28,92.46253967285156
5,1,29,138.3936767578125
5,1,30,67.47884368896484
5,1,31,146.0120086669922
5,1,32,130.91604614257812
5,1,33,106.4785385131836
5,1,34,88.45564270019531
5,1,35,95.2675552368164
5,1,36,79.62194061279297
5,1,37,93.14576721191406
5,1,38,66.25956726074219
5,1,39,133.5332489013672
5,1,40,131.42933654785156
5,1,41,101.52872467041016
5,1,42,76.86988830566406
5,1,43,133.94216918945312
5,1,44,140.36038208007812
5,1,45,130.43557739257812
5,1,46,81.1920166015625
5,1,47,138.21556091308594
5,1,48,89.59798431396484
5,1,49,66.8655014038086
5,1,50,124.8216323852539
5,1,51,129.18251037597656
5,1,52,138.09519958496094
5,1,53,90.59678649902344
5,1,54,139.25784301757812
5,1,55,81.59184265136719
5,1,56,135.45440673828125
5,1,57,92.23419189453125
5,1,58,130.58676147460938
5,1,59,145.52517700195312
5,1,60,77.02183532714844
5,1,61,79.612548828125
5,1,62,140.04074096679688
5,1,63,120.083984375
5,1,64,134.96163940429688
5,1,65,129.0557098388672
5,1,66,74.32438659667969
5,2,0,92.2348403930664
5,2,1,84.12109375
5,2,2,87.34986877441406
5,2,3,83.571044921875
5,2,4,128.17530822753906
5,2,5,97.83229064941406
5,2,6,133.04830932617188
5,2,7,127.3516616821289
5,2,8,112.44139099121094
5,2,9,83.24922180175781
5,2,10,110.11787414550781
5,2,11,93.92704010009766
5,2,12,125.19190979003906
5,2,13,139.0235595703125
5,2,14,70.02033996582031
5,2,15,64.59993743896484
5,2,16,69.52906036376953
5,2,17,92.5891342163086
5,2,18,120.00074768066406
5,2,19,110.03843688964844
5,2,20,90.45150756835938
5,2,21,136.77085876464844
5,2,22,102.42066955566406
5,2,23,122.5067367553711
5,2,24,136.2704620361328
5,2,25,121.61946868896484
5,2,26,133.47457885742188
5,2,27,138.91836547851562
5,2,28,73.48846435546875
5,2,29,77.04850006103516
5,2,30,117.56617736816406
5,2,31,121.4414291381836
5,2,32,118.55705261230469
5,2,33,103.00395202636719
5,2,34,92.0582504272461
5,2,35,88.48805236816406
5,2,36,75.17620849609375
5,2,37,63.9188232421875
5,2,38,69.2136459350586
5,2,39,131.07235717773438
5,2,40,128.6858367919922
5,2,41,69.32353973388672
5,2,42,89.82618713378906
5,2,43,70.09687805175781
5,2,44,77.09381866455078
5,2,45,79.21894836425781
5,2,46,71.45887756347656
5,2,47,77.0030517578125
5,2,48,130.855712890625
5,2,49,44.472747802734375
5,2,50,74.48402404785156
5,2,51,133.6637725830078
5,2,52,139.44503784179688
5,2,53,134.21054077148438
5,2,54,143.34292602539062
5,2,55,81.4948959350586
5,2,56,138.55177307128906
5,2,57,92.17745208740234
5,2,58,95.44661712646484
5,2,59,70.36018371582031
5,2,60,127.1565170288086
5,2,61,119.37117004394531
